split,method,n_cases,n_rows,dice_mean,dice_median,dice_std,iou_mean,iou_median,iou_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,pred_vol_cm3_mean,pred_vol_cm3_median,pred_vol_cm3_std,gt_vol_cm3_mean,gt_vol_cm3_median,gt_vol_cm3_std,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_median,pred_to_gt_vol_ratio_std,n_components_mean,n_components_median,n_components_std,largest_component_fraction_mean,largest_component_fraction_median,largest_component_fraction_std,dice_ci95_low,dice_ci95_high,family
dev,v2_remove_small_50_fillholes,159,159,0.5768513922451574,0.6425165562913907,0.2239920793304283,0.4375275281474206,0.4733144697043614,0.2082307434539313,0.5531132859948488,0.6094285514443589,0.2679653684603402,0.7403651862979382,0.8099147458162299,0.2262796954785382,33.109152655992126,16.4250152422866,41.607211488289614,27.846511393517343,11.200298614802886,43.306310802881,2.171423097398882,1.3247537337146489,2.9408091857519367,9.169811320754716,6.0,9.250526873239666,0.8271665449552892,0.8963432471964895,0.1796946026586232,0.5434316540384247,0.6127269776398778,small_component_removal
test,v1_lcc,367,367,0.5588488339906363,0.6742322989315772,0.3000517344448319,0.4418778855456141,0.508559907130201,0.2640833313040001,0.5727326846889002,0.6698583951449764,0.3239925446895985,0.6426935174741438,0.7777095416808825,0.3292255775990412,27.63508796065762,13.210766689640849,35.865131985966,26.4788068248861,9.698839753935315,51.0106544477942,2.795025671966273,1.1498053291154642,7.988685172347771,1.0,1.0,0.0,1.0,1.0,0.0,0.5287490929441159,0.5892528998180386,lcc
test,v1_raw,367,367,0.5441434342903949,0.5902392972950786,0.2377977303007815,0.4091255842480918,0.4186804868106912,0.2200460379058602,0.5130539784226603,0.5411391664521564,0.270721048246502,0.7374590346290976,0.8154658468119236,0.2316449274984203,34.20807540713828,18.4359056133406,44.7361461116065,26.4788068248861,9.698839753935315,51.0106544477942,4.014418340384068,1.4173476903651223,12.578934232269868,142.3950953678474,80.0,174.5114782512962,0.8021329520087068,0.8676616915422886,0.1882013537613897,0.5200181762342554,0.5679997372551707,baseline_raw
test,v1v2_intersection,367,367,0.5522868594032413,0.600292105465447,0.2387087187586457,0.4174775262985635,0.4288695575765563,0.2218145602231801,0.5305517208285193,0.5594039355892909,0.2744499167983413,0.7304444994236453,0.8096468561584841,0.2334052953246589,32.822892589288685,18.10383841809338,42.983890276300166,26.4788068248861,9.698839753935315,51.0106544477942,3.644582413567449,1.369416164554332,10.619367512358153,136.71389645776566,78.0,170.60204355568905,0.807598610871439,0.8797914482115811,0.1872691908757589,0.5278712770868275,0.5764123539892424,v1_v2_intersection
test,v1v2_intersection_lcc,367,367,0.5621772178504117,0.6757191613846903,0.3022531248754118,0.4461778541365802,0.5102536725451935,0.2668147697967239,0.586249192632547,0.6902739124066207,0.3293533515223671,0.6316348251925872,0.7700902521064376,0.3316371460894393,26.833950235930526,12.8900146484375,35.27000610047129,26.4788068248861,9.698839753935315,51.0106544477942,2.573293500383646,1.1243791390728477,7.098789152777241,1.0,1.0,0.0,1.0,1.0,0.0,0.5312094128223842,0.5932927372317381,lcc
test,v1v2_union_lcc,367,367,0.5575508862538907,0.6754093661542871,0.3013011807533717,0.4410173532379578,0.5099004544470894,0.2650995003733395,0.5705872287946735,0.6676404494382022,0.3251437940318101,0.6416988881362954,0.7773140191505034,0.3303893451009254,27.914603420502623,13.279776069081388,36.16020752431867,26.4788068248861,9.698839753935315,51.0106544477942,2.837282588408214,1.1616678460617278,8.042611817408709,1.0,1.0,0.0,1.0,1.0,0.0,0.5271897063348652,0.5875952117907894,lcc
test,v2_cond_lcc_largestfrac_le_0p5,367,367,0.5472107062615924,0.6109503672379256,0.2559353565653043,0.4167600098248297,0.4398333600384553,0.2315527365354266,0.5316695586145531,0.5752697598061873,0.2882417911647234,0.7041708964471797,0.8019371881420605,0.2691572907071622,32.32162762171129,17.006616524252514,43.13142048004708,26.4788068248861,9.698839753935315,51.0106544477942,3.350766706318302,1.320919250747678,9.655876458207832,120.6158038147139,64.0,162.27904548035784,0.8531227968485389,0.913935002813731,0.1517505595175276,0.5216606779637152,0.5729975770040372,lcc
test,v2_cond_lcc_largestfrac_le_0p6,367,367,0.5425212693247083,0.6260923212142724,0.2771452231699007,0.4180557002971033,0.455701886583543,0.2450195204941829,0.5373149594258836,0.6038625999968443,0.3025221905557193,0.6694039294074128,0.785766826038985,0.3024162479416046,30.686510877498822,15.141479178273585,40.95015304732323,26.4788068248861,9.698839753935315,51.0106544477942,2.930985804182286,1.2538827258320129,7.479194707840363,102.16893732970028,52.0,151.61481902971784,0.89928699072261,0.9562671825679666,0.1150061556899322,0.5142041244287833,0.5695773866120487,lcc
test,v2_cond_lcc_largestfrac_le_0p7,367,367,0.5480276164547413,0.6455434880172336,0.2874691493403056,0.4267023185105684,0.4766070245195494,0.2528737573877421,0.5514012234479021,0.6397261786463508,0.3107589874578731,0.6501154190306002,0.7730830813022593,0.3159008019764457,29.22895957424894,14.171845389007345,37.982584137262656,26.4788068248861,9.698839753935315,51.0106544477942,2.783615859810161,1.2084593488703077,7.357835166431567,83.13623978201635,36.0,134.51332219161162,0.933622128134113,0.9733162017656568,0.0828564972819038,0.5192274083724453,0.5768346299935183,lcc
test,v2_cond_lcc_largestfrac_le_0p8,367,367,0.5506954707195012,0.6589524698768396,0.2954394018913074,0.4318296759855378,0.4913714503589012,0.2584915848295616,0.5619073657711495,0.6622765757290687,0.3191445894457832,0.6369884015526834,0.7700985779465148,0.3268251991831768,28.65422150981668,13.33785110450521,37.91817615700246,26.4788068248861,9.698839753935315,51.0106544477942,2.7155549371100003,1.1803111822015413,7.349506939684208,70.73024523160763,21.0,130.1607905827671,0.9604517163134708,0.9833472106577852,0.0530727332664896,0.5207308154261626,0.5797197287789155,lcc
test,v2_cond_lcc_largestfrac_le_0p9,367,367,0.5548763732642114,0.6688077077478924,0.3017169239652433,0.4381896604630973,0.5024125452352232,0.2638249239739851,0.5729068016211981,0.6743585278068037,0.3262862509133086,0.630081923816129,0.767050979302681,0.3341163312757212,27.611175797103023,13.034133911132812,36.17103604194783,26.4788068248861,9.698839753935315,51.0106544477942,2.6561282894592404,1.1531775935694548,7.296382617931597,43.44141689373297,1.0,101.66440681618847,0.9842888414995848,1.0,0.0240350867681267,0.5236328693175355,0.58438044770585,lcc
test,v2_cond_lcc_largestfrac_le_0p95,367,367,0.5571800334488701,0.6702580929526422,0.3030047608317177,0.4411227707090503,0.5040512669416618,0.2658220446060658,0.5775218351751398,0.6831213214353522,0.3284259634657836,0.6296725576370786,0.767050979302681,0.3341625827510738,27.413104906293675,12.994101293105633,36.10226910580248,26.4788068248861,9.698839753935315,51.0106544477942,2.63633432812812,1.145380135369117,7.222912148989722,32.01907356948229,1.0,93.4244217858726,0.9920347858783084,1.0,0.0131936636205863,0.5259466315812729,0.5872347162539988,lcc
test,v2_cond_lcc_ncomp_ge_2,367,367,0.559650588571942,0.6755777286205111,0.3046388224019791,0.4444253424165675,0.510092395167022,0.2684605566504515,0.5827605816932059,0.6872860981473624,0.3315436730399503,0.6293536452771004,0.7666342547576053,0.3341817249460875,27.11995509782892,12.916410420887567,35.55518684217508,26.4788068248861,9.698839753935315,51.0106544477942,2.6178588580168243,1.1392614920874151,7.15388446247642,1.0,1.0,0.0,1.0,1.0,0.0,0.5283347414418966,0.5896551555739493,lcc
test,v2_cond_lcc_ncomp_ge_3,367,367,0.559650588571942,0.6755777286205111,0.3046388224019791,0.4444253424165675,0.510092395167022,0.2684605566504515,0.5827605816932059,0.6872860981473624,0.3315436730399503,0.6293536452771004,0.7666342547576053,0.3341817249460875,27.11995509782892,12.916410420887567,35.55518684217508,26.4788068248861,9.698839753935315,51.0106544477942,2.6178588580168243,1.1392614920874151,7.15388446247642,1.0,1.0,0.0,1.0,1.0,0.0,0.5283347414418966,0.5896551555739493,lcc
test,v2_cond_lcc_ncomp_ge_4,367,367,0.559650588571942,0.6755777286205111,0.3046388224019791,0.4444253424165675,0.510092395167022,0.2684605566504515,0.5827605816932059,0.6872860981473624,0.3315436730399503,0.6293536452771004,0.7666342547576053,0.3341817249460875,27.11995509782892,12.916410420887567,35.55518684217508,26.4788068248861,9.698839753935315,51.0106544477942,2.6178588580168243,1.1392614920874151,7.15388446247642,1.0,1.0,0.0,1.0,1.0,0.0,0.5283347414418966,0.5896551555739493,lcc
test,v2_cond_lcc_ncomp_ge_5,367,367,0.559650588571942,0.6755777286205111,0.3046388224019791,0.4444253424165675,0.510092395167022,0.2684605566504515,0.5827605816932059,0.6872860981473624,0.3315436730399503,0.6293536452771004,0.7666342547576053,0.3341817249460875,27.11995509782892,12.916410420887567,35.55518684217508,26.4788068248861,9.698839753935315,51.0106544477942,2.6178588580168243,1.1392614920874151,7.15388446247642,1.0,1.0,0.0,1.0,1.0,0.0,0.5283347414418966,0.5896551555739493,lcc
test,v2_cond_lcc_predvol_gt_q75,367,367,0.5516631789782385,0.6109503672379256,0.2512253953668453,0.4201286717957257,0.4398333600384553,0.229968427145649,0.5348515268791676,0.5844035890218157,0.2838882045051933,0.7107609268806501,0.8019371881420605,0.2609331285935529,29.76778998119877,18.31629774704671,34.951207974025216,26.4788068248861,9.698839753935315,51.0106544477942,3.226180497816728,1.318967616264913,7.8742255402124925,71.6866485013624,43.0,86.09209969557948,0.8381347721581922,0.9345807297959748,0.1910586599826757,0.5257327642671246,0.5770529027184836,lcc
test,v2_cond_lcc_predvol_gt_q85,367,367,0.5515074653629981,0.6102868447082097,0.2475619342812902,0.4189730666452362,0.4391459074733096,0.2273994090660772,0.532674828593418,0.571352623984203,0.2807257020762375,0.7162106746693799,0.801987631636141,0.2536691727915938,30.182250356467733,18.31629774704671,35.16854540964133,26.4788068248861,9.698839753935315,51.0106544477942,3.3053332023411306,1.3296745373324823,8.203633324312758,79.98365122615805,51.0,93.70579324818432,0.8308282381772022,0.923313933584389,0.190460202249896,0.5255052159022636,0.5762258702067049,lcc
test,v2_cond_lcc_predvol_gt_q90,367,367,0.5504616602683104,0.6100034977264778,0.2465542205839618,0.4176355849574225,0.4388525415198792,0.2264433102664965,0.5309507008222474,0.5633991416309013,0.2801609295827826,0.718818405562986,0.8072544858190237,0.2510969411961619,30.472789372479276,18.31629774704671,35.404415635579966,26.4788068248861,9.698839753935315,51.0106544477942,3.33728120491005,1.3422100547536089,8.252273686872469,89.95367847411444,57.0,106.15210002754064,0.8264836634140167,0.911677141912008,0.1893064692290748,0.5246431699709765,0.5751836543159738,lcc
test,v2_cond_lcc_predvol_gt_q95,367,367,0.5496636498746791,0.6053836009619115,0.2433042290924814,0.4160188552675227,0.4340861052397374,0.2243530501498536,0.5272480046478795,0.5578307327759646,0.277322233327849,0.7248576703841788,0.8096468561584841,0.2434123701291474,31.42397310797225,18.31629774704671,36.68313865113874,26.4788068248861,9.698839753935315,51.0106544477942,3.381789238042914,1.369416164554332,8.296884455279427,110.64577656675748,66.0,130.59573410962932,0.8160846725368421,0.886306326060739,0.1875443152413572,0.5242995204783253,0.5739489976545661,lcc
test,v2_lcc,367,367,0.559650588571942,0.6755777286205111,0.3046388224019791,0.4444253424165675,0.510092395167022,0.2684605566504515,0.5827605816932059,0.6872860981473624,0.3315436730399503,0.6293536452771004,0.7666342547576053,0.3341817249460875,27.11995509782892,12.916410420887567,35.55518684217508,26.4788068248861,9.698839753935315,51.0106544477942,2.6178588580168243,1.1392614920874151,7.15388446247642,1.0,1.0,0.0,1.0,1.0,0.0,0.5283347414418966,0.5896551555739493,lcc
test,v2_lcc_fillholes,367,367,0.5627923843822406,0.6773953980162126,0.3066697376083535,0.448636536313187,0.5121677310060625,0.2718084040356879,0.5837870279042181,0.6903542154566745,0.3317959999154847,0.635423791249129,0.7729505680073687,0.3383861955025416,27.31030617104112,12.964012059363755,35.79684127417097,26.4788068248861,9.698839753935315,51.0106544477942,2.6305975677886577,1.1458838344089408,7.180622226142762,1.0,1.0,0.0,1.0,1.0,0.0,0.5309274969820749,0.5931439789613361,lcc_fillholes
test,v2_lcc_intersect_v1,367,367,0.5590881822570636,0.6755777286205111,0.3046709833306618,0.4438512908802582,0.510092395167022,0.2683787584171053,0.5835869940455224,0.6902739124066207,0.3317999740072573,0.6278026835356109,0.7663564383942214,0.3341958858670645,26.83308486021101,12.8900146484375,35.28293397885006,26.4788068248861,9.698839753935315,51.0106544477942,2.578798712681234,1.124802649312642,7.110596082512708,2.20708446866485,1.0,5.223491907331752,0.99852743987582,1.0,0.013357276689792,0.5278733006538312,0.5891181798485989,lcc
test,v2_lcc_union_v1_lcc,367,367,0.558368853782841,0.6754093661542871,0.3003926476401423,0.4415543970132293,0.5099004544470894,0.264547886986189,0.5711045878712075,0.6676404494382022,0.3245859261231049,0.6442743047623116,0.7777095416808825,0.3292182800098738,28.13478400169445,13.810725590155926,36.74072549225877,26.4788068248861,9.698839753935315,51.0106544477942,2.975340264283334,1.1616678460617278,9.468946292374511,1.008174386920981,1.0,0.0901649496200822,0.9963664181266978,1.0,0.0402621550015771,0.5278364326295493,0.588766499418514,lcc
test,v2_raw,367,367,0.5508080745281706,0.5960842496786674,0.2396401115491379,0.4162764214434203,0.4245869095365828,0.2224287898797004,0.5272880673093664,0.5578228471098945,0.2752629514923733,0.7326154973323636,0.8119287020109689,0.2323470662515705,33.207194010940974,18.31629774704671,43.30575672267941,26.4788068248861,9.698839753935315,51.0106544477942,3.698620353767928,1.3861748089066137,10.69034895403021,138.31880108991825,79.0,170.82370118338494,0.8068721963664335,0.8798325678739608,0.1868364068039913,0.5259208054453014,0.574397026151564,baseline_raw
test,v2_remove_small_100,367,367,0.558837445384808,0.6052127907881428,0.2413895516413815,0.4249600587153146,0.4339104823954661,0.2256799232132113,0.5417242281110856,0.5703216130644893,0.2790647887788772,0.7307226957184085,0.8119287020109689,0.2338158550898256,32.3894220502989,17.791111412919065,42.6049718524599,26.4788068248861,9.698839753935315,51.0106544477942,3.574935644424414,1.3447547524055383,10.484156796948245,5.016348773841962,3.0,5.135833054884274,0.8335470270211702,0.9108092971156538,0.184606323050494,0.5335266318013939,0.5827621086086484,small_component_removal
test,v2_remove_small_1000,367,367,0.562161421794421,0.6251996045928067,0.2515980643018224,0.4312365190338269,0.4547566371681416,0.2339695752903412,0.554311528637321,0.5862882470689162,0.2905956069000502,0.7173988662089849,0.8034835289663006,0.2500959418246928,31.78636736627468,17.03154218173586,42.34251131541543,26.4788068248861,9.698839753935315,51.0106544477942,3.451044982338693,1.256916596461668,10.369220854837778,1.694822888283379,1.0,0.9578838292268887,0.853987300220253,0.9884248807598532,0.2050154825389482,0.5364685126416103,0.5867458177108478,small_component_removal
test,v2_remove_small_1000_fillholes,367,367,0.5652161178754137,0.6289494133924679,0.2534252232846467,0.4350916414790641,0.4587353811274848,0.237022031113995,0.5554149407579543,0.5868859477007599,0.2907650842804293,0.7238442985371268,0.8101976639712489,0.2536728584166068,31.992802803892555,17.043901791446842,42.593298599466586,26.4788068248861,9.698839753935315,51.0106544477942,3.466558953102833,1.2657792754844146,10.411959315934208,1.694822888283379,1.0,0.9578838292268887,0.8542165513708905,0.9884519938738237,0.2048764071812177,0.5393913516464398,0.5897724098290518,small_component_removal
test,v2_remove_small_100_fillholes,367,367,0.5618751509486157,0.6147284395053999,0.2432307006415799,0.4287480711545504,0.4437602395344895,0.228732605678583,0.5428626132991299,0.5723804005959279,0.2792686978621742,0.7371768720370292,0.8137949471995722,0.2372788274383814,32.596068088971414,18.20402098884884,42.85456297367656,26.4788068248861,9.698839753935315,51.0106544477942,3.5904907397126897,1.3539835164835163,10.526703396670811,5.016348773841962,3.0,5.135833054884274,0.8338617464539583,0.9108092971156538,0.1844607058101495,0.5362112802601513,0.5861621853462109,small_component_removal
test,v2_remove_small_250,367,367,0.5621253078618037,0.6160919540229886,0.2422860105503345,0.4286054733590833,0.4451827242524916,0.227188846534917,0.5479408929577839,0.5809840772644218,0.28129322495596,0.7300773475455618,0.8119287020109689,0.23432224909992,32.1507090575738,17.368345581822293,42.47175559999498,26.4788068248861,9.698839753935315,51.0106544477942,3.5284934787958564,1.31869814932993,10.396636105429293,2.713896457765668,2.0,2.1709452047773774,0.8445002216889874,0.9281227173119064,0.1822473924658706,0.5366558352307654,0.5863336737598402,small_component_removal
test,v2_remove_small_250_fillholes,367,367,0.5651682260417207,0.6188545702958765,0.2441111533939104,0.4324142226537444,0.4480734302023871,0.2302291105095266,0.549068066763518,0.5821565692718162,0.2814754568598726,0.7365315238641825,0.8137949471995722,0.2377896813010153,32.357306454755054,17.386336942523243,42.7219390971155,26.4788068248861,9.698839753935315,51.0106544477942,3.5440294339480194,1.3265248758549613,10.43927635715278,2.713896457765668,2.0,2.1709452047773774,0.8447866608186384,0.9285668068586218,0.1820928841350781,0.5394984289182939,0.5894381198121159,small_component_removal
test,v2_remove_small_50,367,367,0.5567948717937494,0.6044979095755428,0.2409170043794065,0.4227332002471338,0.4331759255134316,0.2248295178291856,0.5379406488456778,0.5683802133850631,0.27806627345608,0.7312526034800749,0.8119287020109689,0.2334400246115478,32.57366071585471,17.917094739921232,42.74028862271957,26.4788068248861,9.698839753935315,51.0106544477942,3.603678248096003,1.352334875893984,10.523857625221003,8.915531335149863,5.0,10.171800388617216,0.8262472678806382,0.9018937021153568,0.1863343084140051,0.5316222265621624,0.580660647758092,small_component_removal
test,v2_remove_small_500,367,367,0.5649736970980522,0.6185189703550079,0.2430419779617757,0.431794354072023,0.4477216531261038,0.2286089897377994,0.5534152963288244,0.5850609756097561,0.2831228280441544,0.7296500928823814,0.8119287020109689,0.2347107196208621,31.97934467441273,17.196044921875,42.381445172145895,26.4788068248861,9.698839753935315,51.0106544477942,3.495466911176376,1.3073201514514097,10.376689349183131,2.010899182561308,2.0,1.2258112104593653,0.8545904345347048,0.9473648480459822,0.1810633249921547,0.5393690020978978,0.5892278824777094,small_component_removal
test,v2_remove_small_500_fillholes,367,367,0.5680199476979032,0.6203846305729969,0.2448548075091223,0.4356203494297352,0.4496794137852072,0.2316365238241416,0.5545338454571923,0.5851874428527888,0.2832926582351099,0.7361036094571538,0.8137949471995722,0.2381827629534312,32.18588072920283,17.26806640625,42.631831823599214,26.4788068248861,9.698839753935315,51.0106544477942,3.511001247283529,1.324195536584917,10.41938544662362,2.010899182561308,2.0,1.2258112104593653,0.854857274298122,0.94774030386687,0.1809037053608179,0.5421498303497726,0.5925363964965272,small_component_removal
test,v2_remove_small_50_fillholes,367,367,0.5598290325520204,0.6096157101743694,0.2427623360927443,0.4265052342238647,0.4384512358456106,0.2278744013529192,0.5390890017115544,0.5682454140325423,0.2782832357998963,0.7377067797986955,0.8156329651656754,0.2368988720658926,32.78030675452722,18.26477115515741,42.98947244671384,26.4788068248861,9.698839753935315,51.0106544477942,3.61923334338428,1.3623626373626374,10.566318372743632,8.915531335149863,5.0,10.171800388617216,0.8265844383544123,0.9020258890332516,0.1861990868021033,0.5342560579067538,0.583830679523825,small_component_removal
