,gt_vol_cm3,log_gt_vol_cm3,early_dev_s,late_dev_s,n_phases,v2_raw_pred_vol_cm3,v2_lcc_pred_vol_cm3,v2_raw_pred_to_gt_vol_ratio,v2_lcc_pred_to_gt_vol_ratio,v2_raw_n_components,v2_raw_largest_component_fraction,v2_raw_second_largest_component_fraction,v1_raw_pred_to_gt_vol_ratio,v1_raw_n_components,v1_raw_largest_component_fraction,kin_tumor_to_ring_max_enh_diff,kin_tumor_to_ring_auc_norm_diff,kin_tumor_to_fg_max_enh_diff,kin_gt_max_enh,kin_gt_auc_enh,kin_gt_auc_enh_norm,kin_gt_late_slope,kin_gt_washout_index,kin_ring_max_enh,kin_ring_auc_enh,kin_ring_auc_enh_norm,kin_fg_max_enh,kin_fg_auc_enh,kin_fg_auc_enh_norm
gt_vol_cm3,1.0,1.0,0.05458027327665682,0.12248059981240222,-0.1337081517127432,0.7078715779210003,0.7497954714776431,-0.47718612625965384,-0.40811154732959054,0.4303257194077376,0.30435282367577227,-0.28786092040152256,-0.49378373893406247,0.416331315361172,0.31086730975966986,-0.10378902646548623,-0.13725792537056525,-0.0508569820667136,-0.061558368471882806,-0.10077663838747813,-0.06986678100652748,-0.04970663012735461,-0.1332895426934998,0.05049029743137289,0.03867599388584086,0.0817574393917999,-0.01484454348401939,-0.07847632515535344,-0.021346248790206624
log_gt_vol_cm3,1.0,1.0,0.05458027327665682,0.12248059981240222,-0.1337081517127432,0.7078715779210003,0.7497954714776431,-0.47718612625965384,-0.40811154732959054,0.4303257194077376,0.30435282367577227,-0.28786092040152256,-0.49378373893406247,0.416331315361172,0.31086730975966986,-0.10378902646548623,-0.13725792537056525,-0.0508569820667136,-0.061558368471882806,-0.10077663838747813,-0.06986678100652748,-0.04970663012735461,-0.1332895426934998,0.05049029743137289,0.03867599388584086,0.0817574393917999,-0.01484454348401939,-0.07847632515535344,-0.021346248790206624
early_dev_s,0.05458027327665682,0.05458027327665682,1.0,0.8141107316149102,-0.5351023586643117,0.07292231485120486,0.06045805940257698,0.04435492142519904,0.03407679633052473,-0.05679513285099146,0.014368669880400801,0.012482150122697969,0.04127758168013404,-0.050591022437256966,0.01604896169859647,0.0038814308094809093,-0.09576191484978704,0.08021508231457676,-0.18071285976479762,0.39835462105230063,-0.28428076186823753,0.16528044122823254,-0.025789045635976917,-0.23222403911564204,0.3029431122916522,-0.2916023072408009,-0.45397869135904606,-0.04804368866784329,-0.5178048368472422
late_dev_s,0.12248059981240222,0.12248059981240222,0.8141107316149102,1.0,-0.6407733735002681,0.12821607543863608,0.1251555689520869,0.022140637070490243,0.026208850597408843,-0.06291073624920977,0.056771474277101476,-0.024284725080547385,0.00018586521449411736,-0.07058333083721866,0.06406721993707554,-0.052444212138233776,-0.14218866198157193,0.04181480811137377,-0.2531824781896063,0.3395115928714905,-0.2985977445354329,0.20343360039041572,-0.06643342814829611,-0.2607305107279055,0.29093459760519336,-0.26239896849962985,-0.5283009685474105,-0.1376915731305256,-0.5607475596430512
n_phases,-0.1337081517127432,-0.1337081517127432,-0.5351023586643117,-0.6407733735002681,1.0,-0.1923690839932447,-0.1991738203210774,-0.07028163090026071,-0.11316654412815254,0.042836186203361146,-0.10703869608836611,0.08092361583109686,-0.010964079382639935,0.0881937385075431,-0.1281684685382019,-0.04638654693188122,0.07454055203530176,-0.16332451552376204,0.1854279682528242,-0.03287744430028973,0.2639082357108413,-0.17858849999956555,0.26624915151777756,0.29699747713740887,0.06959945069563865,0.3175876242989869,0.6506226954193441,0.5149918687400515,0.6851440950953303
v2_raw_pred_vol_cm3,0.7078715779210003,0.7078715779210003,0.07292231485120486,0.12821607543863608,-0.1923690839932447,1.0,0.973217817913452,0.17628283448789794,0.21319825562998412,0.7266916038092324,0.05943601726229557,-0.018110897983626174,0.15217630876709817,0.701419766125209,0.07658155424564035,-0.05343251491691979,-0.0550998704400195,0.09811848399362198,0.09876535625902513,0.04737145784353236,0.09082000026798405,0.009810762931093819,-0.09142946062361089,0.19733137361408443,0.1591689608506226,0.2104649832458434,0.022894124655872403,-0.04531235086945362,0.007170387350328332
v2_lcc_pred_vol_cm3,0.7497954714776431,0.7497954714776431,0.06045805940257698,0.1251555689520869,-0.1991738203210774,0.973217817913452,1.0,0.07722669651376865,0.17789709160822573,0.633564216652326,0.24984066801910668,-0.19163333580634517,0.051316513925719245,0.6094248832982613,0.25988042262899413,-0.062431791616259044,-0.06474606068078381,0.09667368090878918,0.08906911801438494,0.03114386993999982,0.08277800681252573,0.016916021351778058,-0.10634793486178187,0.19795483227712918,0.15007816167226504,0.20945332716530243,0.004161215166685362,-0.06958581147292922,-0.010852735773968562
v2_raw_pred_to_gt_vol_ratio,-0.47718612625965384,-0.47718612625965384,0.04435492142519904,0.022140637070490243,-0.07028163090026071,0.17628283448789794,0.07722669651376865,1.0,0.9290854013628019,0.2703364603210102,-0.4315199952175154,0.4488304454616386,0.9877124778526645,0.2568742058203826,-0.41342818594382436,0.09719901010815218,0.1519753619588397,0.21200420116531832,0.214816714371263,0.21821310297699356,0.22072011436734637,0.0662377391936008,0.08868042397574522,0.15259865162795158,0.14351292043862804,0.12797091754646175,0.024589185606782884,0.04254205545826818,0.015176678791227026
v2_lcc_pred_to_gt_vol_ratio,-0.40811154732959054,-0.40811154732959054,0.03407679633052473,0.026208850597408843,-0.11316654412815254,0.21319825562998412,0.17789709160822573,0.9290854013628019,1.0,0.21086253222744825,-0.1532045429480513,0.19240928997626278,0.9091840813352202,0.1965459696093045,-0.1452493746179939,0.09192698053095885,0.15581000755508875,0.24976018519759186,0.2426091339270898,0.2253252347179519,0.2492443365178771,0.08197784557128501,0.08576802404684343,0.2043222941083707,0.16150421507987472,0.1705529232421535,0.003106594778227739,0.006607043651509419,-0.008190540781503329
v2_raw_n_components,0.4303257194077376,0.4303257194077376,-0.05679513285099146,-0.06291073624920977,0.042836186203361146,0.7266916038092324,0.633564216652326,0.2703364603210102,0.21086253222744825,1.0,-0.34264053978649683,0.2233704806231857,0.27952153334006424,0.9901322563818632,-0.31940374764357327,-0.0005895716646803028,0.016028021064180782,0.10323399848552102,0.22830395859292768,0.10944239425854332,0.2067373446413467,0.02255006529948878,-0.05696402203606104,0.30398566526521625,0.2034420513236612,0.3018538071087625,0.23559646533957013,0.18628497990722376,0.22035723344242877
v2_raw_largest_component_fraction,0.30435282367577227,0.30435282367577227,0.014368669880400801,0.056771474277101476,-0.10703869608836611,0.05943601726229557,0.24984066801910668,-0.4315199952175154,-0.1532045429480513,-0.34264053978649683,1.0,-0.9256413528247065,-0.44653155460638816,-0.33748332453105584,0.9658456391264958,-0.039278834310616184,-0.03378623324713179,0.01730529670472384,-0.012029474122532613,-0.019988847740739862,-0.015841856428576582,-0.016019128075724476,-0.052382509886013354,0.04486015870839934,0.00452188038222771,0.025842361475437715,-0.07261901841565768,-0.09396192771233354,-0.07547762487798995
v2_raw_second_largest_component_fraction,-0.28786092040152256,-0.28786092040152256,0.012482150122697969,-0.024284725080547385,0.08092361583109686,-0.018110897983626174,-0.19163333580634517,0.4488304454616386,0.19240928997626278,0.2233704806231857,-0.9256413528247065,1.0,0.45593861928433826,0.21423422251715538,-0.8925079699486811,0.011283736357292825,0.011764293599200995,-0.01968730384340661,-0.011890617156957228,0.016524267501677476,-0.0007441298609471999,0.02453961419823353,0.05999414448280496,-0.05598463008409546,0.00043772102242098853,-0.034934111998779646,0.03826684408584972,0.06040851076110562,0.042754051454998776
v1_raw_pred_to_gt_vol_ratio,-0.49378373893406247,-0.49378373893406247,0.04127758168013404,0.00018586521449411736,-0.010964079382639935,0.15217630876709817,0.051316513925719245,0.9877124778526645,0.9091840813352202,0.27952153334006424,-0.44653155460638816,0.45593861928433826,1.0,0.2762409229370863,-0.4367195454165967,0.0857601316007821,0.1459768070112873,0.18963602612638333,0.21268034553450965,0.2276853083929512,0.2224802335996339,0.07153968090930365,0.09517630733836849,0.1632893186711702,0.15738657832812997,0.13918914211091035,0.0636298439405199,0.09225548774642937,0.05592047882565267
v1_raw_n_components,0.416331315361172,0.416331315361172,-0.050591022437256966,-0.07058333083721866,0.0881937385075431,0.701419766125209,0.6094248832982613,0.2568742058203826,0.1965459696093045,0.9901322563818632,-0.33748332453105584,0.21423422251715538,0.2762409229370863,1.0,-0.336447369379479,-0.0005729973612693631,0.020182428211301083,0.0954455780166388,0.23471370397266036,0.12993463468848362,0.2132180984010347,0.02026062191794666,-0.03824917979536534,0.3112552340615553,0.22410096661752232,0.30622161427184624,0.2584938365830899,0.22398845332072395,0.24211455570164148
v1_raw_largest_component_fraction,0.31086730975966986,0.31086730975966986,0.01604896169859647,0.06406721993707554,-0.1281684685382019,0.07658155424564035,0.25988042262899413,-0.41342818594382436,-0.1452493746179939,-0.31940374764357327,0.9658456391264958,-0.8925079699486811,-0.4367195454165967,-0.336447369379479,1.0,-0.061675951626817785,-0.055901101517511216,-0.005850833894210205,-0.035899266857485054,-0.04286709949526235,-0.0362176319074177,0.017771087845772474,-0.08267862551786108,0.043832419267228535,-0.006926975377419458,0.02968789134689814,-0.07465429542355394,-0.1062213321487064,-0.07547548100559984
kin_tumor_to_ring_max_enh_diff,-0.10378902646548623,-0.10378902646548623,0.0038814308094809093,-0.052444212138233776,-0.04638654693188122,-0.05343251491691979,-0.062431791616259044,0.09719901010815218,0.09192698053095885,-0.0005895716646803028,-0.039278834310616184,0.011283736357292825,0.0857601316007821,-0.0005729973612693631,-0.061675951626817785,1.0,0.9497141537836772,0.7373232722501487,0.676199903731884,0.42486722936445515,0.6000611828197489,-0.37520105975299956,0.24055894501308453,-0.17855863748663944,-0.22153231217667982,-0.16755282120207335,-0.07615286222424698,-0.13486759011221316,-0.07840920545821664
kin_tumor_to_ring_auc_norm_diff,-0.13725792537056525,-0.13725792537056525,-0.09576191484978704,-0.14218866198157193,0.07454055203530176,-0.0550998704400195,-0.06474606068078381,0.1519753619588397,0.15581000755508875,0.016028021064180782,-0.03378623324713179,0.011764293599200995,0.1459768070112873,0.020182428211301083,-0.055901101517511216,0.9497141537836772,1.0,0.7584859313527939,0.7756373227568962,0.5142869099068549,0.74831325686168,-0.35205178896853034,0.32297393988789136,-0.0010790686935880694,-0.10456024332951627,0.004029779212065055,0.06978894194744008,-0.01202790744655522,0.07453679472524935
kin_tumor_to_fg_max_enh_diff,-0.0508569820667136,-0.0508569820667136,0.08021508231457676,0.04181480811137377,-0.16332451552376204,0.09811848399362198,0.09667368090878918,0.21200420116531832,0.24976018519759186,0.10323399848552102,0.01730529670472384,-0.01968730384340661,0.18963602612638333,0.0954455780166388,-0.005850833894210205,0.7373232722501487,0.7584859313527939,1.0,0.8241337776371435,0.5887363418322069,0.7538553319033979,-0.3986415296530707,0.30078067773510003,0.24713625030534722,0.1500991437909642,0.23611006723307498,-0.17099002583984654,-0.19195874694781628,-0.1763044381250599
kin_gt_max_enh,-0.061558368471882806,-0.061558368471882806,-0.18071285976479762,-0.2531824781896063,0.1854279682528242,0.09876535625902513,0.08906911801438494,0.214816714371263,0.2426091339270898,0.22830395859292768,-0.012029474122532613,-0.011890617156957228,0.21268034553450965,0.23471370397266036,-0.035899266857485054,0.676199903731884,0.7756373227568962,0.8241337776371435,1.0,0.6131336920883894,0.9616853722968397,-0.4643905837853979,0.3818358752195921,0.5418620562416061,0.27143473506169297,0.5274830216644489,0.3647810003432257,0.22238507864816479,0.3545102024619488
kin_gt_auc_enh,-0.10077663838747813,-0.10077663838747813,0.39835462105230063,0.3395115928714905,-0.03287744430028973,0.04737145784353236,0.03114386993999982,0.21821310297699356,0.2253252347179519,0.10944239425854332,-0.019988847740739862,0.016524267501677476,0.2276853083929512,0.12993463468848362,-0.04286709949526235,0.42486722936445515,0.5142869099068549,0.5887363418322069,0.6131336920883894,1.0,0.6265070031446898,-0.07810119116321868,0.3811819878496183,0.35214485156260467,0.697544544617798,0.3607449131989359,0.09577679814719951,0.4286495974570375,0.0793290916268384
kin_gt_auc_enh_norm,-0.06986678100652748,-0.06986678100652748,-0.28428076186823753,-0.2985977445354329,0.2639082357108413,0.09082000026798405,0.08277800681252573,0.22072011436734637,0.2492443365178771,0.2067373446413467,-0.015841856428576582,-0.0007441298609471999,0.2224802335996339,0.2132180984010347,-0.0362176319074177,0.6000611828197489,0.74831325686168,0.7538553319033979,0.9616853722968397,0.6265070031446898,1.0,-0.40742144771493405,0.43903221724788505,0.5857685627912395,0.33442409712566495,0.6137489010077232,0.4275679313795922,0.2819441624313162,0.4370692439860772
kin_gt_late_slope,-0.04970663012735461,-0.04970663012735461,0.16528044122823254,0.20343360039041572,-0.17858849999956555,0.009810762931093819,0.016916021351778058,0.0662377391936008,0.08197784557128501,0.02255006529948878,-0.016019128075724476,0.02453961419823353,0.07153968090930365,0.02026062191794666,0.017771087845772474,-0.37520105975299956,-0.35205178896853034,-0.3986415296530707,-0.4643905837853979,-0.07810119116321868,-0.40742144771493405,1.0,-0.8517325288472433,-0.12465439959507439,0.12686010053252375,-0.13843341229241474,-0.11839255970376049,0.12044366038347216,-0.12237828141694312
kin_gt_washout_index,-0.1332895426934998,-0.1332895426934998,-0.025789045635976917,-0.06643342814829611,0.26624915151777756,-0.09142946062361089,-0.10634793486178187,0.08868042397574522,0.08576802404684343,-0.05696402203606104,-0.052382509886013354,0.05999414448280496,0.09517630733836849,-0.03824917979536534,-0.08267862551786108,0.24055894501308453,0.32297393988789136,0.30078067773510003,0.3818358752195921,0.3811819878496183,0.43903221724788505,-0.8517325288472433,1.0,0.20648593285508182,0.2425030635914965,0.27219054026879824,0.15240035425057982,0.17386521244906505,0.16660080081749531
kin_ring_max_enh,0.05049029743137289,0.05049029743137289,-0.23222403911564204,-0.2607305107279055,0.29699747713740887,0.19733137361408443,0.19795483227712918,0.15259865162795158,0.2043222941083707,0.30398566526521625,0.04486015870839934,-0.05598463008409546,0.1632893186711702,0.3112552340615553,0.043832419267228535,-0.17855863748663944,-0.0010790686935880694,0.24713625030534722,0.5418620562416061,0.35214485156260467,0.5857685627912395,-0.12465439959507439,0.20648593285508182,1.0,0.6760984820765054,0.9585238201744576,0.6043109975500074,0.49636149811328917,0.5901834556955371
kin_ring_auc_enh,0.03867599388584086,0.03867599388584086,0.3029431122916522,0.29093459760519336,0.06959945069563865,0.1591689608506226,0.15007816167226504,0.14351292043862804,0.16150421507987472,0.2034420513236612,0.00452188038222771,0.00043772102242098853,0.15738657832812997,0.22410096661752232,-0.006926975377419458,-0.22153231217667982,-0.10456024332951627,0.1500991437909642,0.27143473506169297,0.697544544617798,0.33442409712566495,0.12686010053252375,0.2425030635914965,0.6760984820765054,1.0,0.7001354144012566,0.2736298954759139,0.6017916176650961,0.25749206097255534
kin_ring_auc_enh_norm,0.0817574393917999,0.0817574393917999,-0.2916023072408009,-0.26239896849962985,0.3175876242989869,0.2104649832458434,0.20945332716530243,0.12797091754646175,0.1705529232421535,0.3018538071087625,0.025842361475437715,-0.034934111998779646,0.13918914211091035,0.30622161427184624,0.02968789134689814,-0.16755282120207335,0.004029779212065055,0.23611006723307498,0.5274830216644489,0.3607449131989359,0.6137489010077232,-0.13843341229241474,0.27219054026879824,0.9585238201744576,0.7001354144012566,1.0,0.5857997313975265,0.4855534128283964,0.593749210220087
kin_fg_max_enh,-0.01484454348401939,-0.01484454348401939,-0.45397869135904606,-0.5283009685474105,0.6506226954193441,0.022894124655872403,0.004161215166685362,0.024589185606782884,0.003106594778227739,0.23559646533957013,-0.07261901841565768,0.03826684408584972,0.0636298439405199,0.2584938365830899,-0.07465429542355394,-0.07615286222424698,0.06978894194744008,-0.17099002583984654,0.3647810003432257,0.09577679814719951,0.4275679313795922,-0.11839255970376049,0.15240035425057982,0.6043109975500074,0.2736298954759139,0.5857997313975265,1.0,0.7849305148282789,0.9908219173846406
kin_fg_auc_enh,-0.07847632515535344,-0.07847632515535344,-0.04804368866784329,-0.1376915731305256,0.5149918687400515,-0.04531235086945362,-0.06958581147292922,0.04254205545826818,0.006607043651509419,0.18628497990722376,-0.09396192771233354,0.06040851076110562,0.09225548774642937,0.22398845332072395,-0.1062213321487064,-0.13486759011221316,-0.01202790744655522,-0.19195874694781628,0.22238507864816479,0.4286495974570375,0.2819441624313162,0.12044366038347216,0.17386521244906505,0.49636149811328917,0.6017916176650961,0.4855534128283964,0.7849305148282789,1.0,0.7735265154755635
kin_fg_auc_enh_norm,-0.021346248790206624,-0.021346248790206624,-0.5178048368472422,-0.5607475596430512,0.6851440950953303,0.007170387350328332,-0.010852735773968562,0.015176678791227026,-0.008190540781503329,0.22035723344242877,-0.07547762487798995,0.042754051454998776,0.05592047882565267,0.24211455570164148,-0.07547548100559984,-0.07840920545821664,0.07453679472524935,-0.1763044381250599,0.3545102024619488,0.0793290916268384,0.4370692439860772,-0.12237828141694312,0.16660080081749531,0.5901834556955371,0.25749206097255534,0.593749210220087,0.9908219173846406,0.7735265154755635,1.0
